City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,wulingyuan,29.3494,110.5441,16.27,95,100,1.07,CN,1682994192
289,atherton,53.5237,-2.4935,9.75,86,100,2.76,GB,1682994193
290,kuta,-8.7233,115.1723,30.0,74,20,3.6,ID,1682994194
291,vadso,70.0744,29.7487,1.49,86,20,7.72,NO,1682994195
292,durban,-29.8579,31.0292,21.51,86,11,4.33,ZA,1682993924
293,ouadda,8.0777,22.4007,21.65,78,88,1.35,CF,1682994198
294,contamana,-7.3333,-75.0167,24.65,85,73,1.17,PE,1682994199
295,minas novas,-17.2186,-42.5903,18.01,95,2,0.75,BR,1682994092
296,lichuan,30.3,108.85,12.16,96,100,1.43,CN,1682994201
297,tunduma,-9.3,32.7667,13.37,95,97,2.53,TZ,1682994202
298,viljandi,58.3639,25.59,5.33,69,100,4.92,EE,1682994203
299,sompeta,18.9333,84.6,26.4,67,72,2.66,IN,1682994206
300,spas-demensk,54.4122,34.0226,1.47,71,11,1.74,RU,1682994207
301,sitka,57.0531,-135.33,7.94,81,100,4.12,US,1682994208
302,la'ie,21.6477,-157.9253,27.98,61,29,1.79,US,1682994209
303,belmonte,-15.8631,-38.8828,24.23,87,99,1.45,BR,1682994210
304,san patricio,28.017,-97.5169,24.35,78,60,5.7,US,1682994211
305,nelson,-41.2833,173.2833,19.05,92,95,1.79,NZ,1682994212
306,kourou,5.1552,-52.6478,24.03,84,40,4.04,GF,1682994213
307,oudtshoorn,-33.5907,22.2014,11.2,88,100,0.39,ZA,1682994215
308,kaifeng,34.7911,114.3483,24.16,37,100,5.45,CN,1682994216
309,vwawa,-9.1167,32.9333,14.8,94,100,1.81,TZ,1682994217
310,mingora,34.7758,72.3625,14.8,90,100,1.29,PK,1682994218
311,tokar,18.4254,37.729,23.93,69,8,3.09,SD,1682994219
312,uturoa,-16.7333,-151.4333,27.71,78,100,7.24,PF,1682994220
313,igarka,67.4667,86.5833,-6.32,81,16,2.49,RU,1682994221
314,baneh,35.9975,45.8853,3.92,74,26,1.35,IR,1682994223
315,tenenkou,14.4572,-4.9169,34.27,24,69,4.64,ML,1682994224
316,dryden,49.7833,-92.7503,5.16,36,0,3.6,CA,1682994225
317,mahdia,35.5047,11.0622,17.97,69,60,6.45,TN,1682994226
318,keflavik,64.0049,-22.5624,4.92,81,75,3.6,IS,1682994227
319,verkhniy tagil,57.3733,59.9556,7.23,78,83,2.56,RU,1682994228
320,opuwo,-18.0607,13.84,20.88,41,73,1.35,NA,1682994229
321,santa cruz,-17.8,-63.1667,22.7,94,75,1.03,BO,1682994230
322,dhulikhel,27.6189,85.5529,14.1,67,100,0.06,NP,1682994231
323,port saint john's,-31.6229,29.5448,18.01,78,10,3.19,ZA,1682994233
324,bela,25.9333,81.9833,25.29,65,36,4.71,IN,1682993934
325,masjed soleyman,31.9364,49.3039,20.71,26,0,0.42,IR,1682994235
326,dunedin,-45.8742,170.5036,14.89,80,90,2.68,NZ,1682994236
327,puerto leguizamo,-0.1934,-74.7819,23.41,95,90,0.2,CO,1682994237
328,arraial do cabo,-22.9661,-42.0278,23.29,87,0,4.33,BR,1682994238
329,allegan,42.5292,-85.8553,4.9,92,100,7.15,US,1682994239
330,zubova polyana,54.0771,42.8372,6.36,93,100,3.45,RU,1682994241
331,port lincoln,-34.7333,135.8667,18.12,59,46,6.72,AU,1682994242
332,nova xavantina,-14.6667,-52.35,23.02,78,3,1.14,BR,1682994243
333,okha,53.5739,142.9478,0.89,95,100,2.54,RU,1682994244
334,mount pearl,47.5166,-52.7813,1.75,92,100,5.66,CA,1682994174
335,haiku-pauwela,20.9219,-156.3051,28.01,59,40,4.12,US,1682994246
336,tralee,52.2704,-9.7026,8.93,91,97,1.85,IE,1682994084
337,gebeit,21.0667,36.3167,21.09,27,97,1.72,SD,1682994249
338,limassol,34.675,33.0333,15.04,63,0,2.06,CY,1682994250
339,tual,-5.6667,132.75,27.33,82,100,5.77,ID,1682994251
340,darab,28.7519,54.5444,19.66,26,0,2.07,IR,1682994252
341,slatina,44.4333,24.3667,11.36,72,11,5.66,RO,1682994253
342,ust'-barguzin,53.45,108.9833,2.24,65,100,2.83,RU,1682994255
343,trairi,-3.2778,-39.2689,24.52,91,100,2.38,BR,1682994021
344,westport,41.1415,-73.3579,12.83,83,75,6.69,US,1682994258
345,kalevala,65.2,31.1667,-0.64,87,100,3.72,RU,1682994259
346,santa rosa,14.3122,121.1114,33.99,59,88,6.45,PH,1682994260
347,fort irwin,35.2627,-116.6848,17.9,39,0,9.77,US,1682994233
348,betio village,1.358,172.9211,31.02,77,20,6.19,KI,1682994262
349,williston,48.147,-103.618,12.8,38,86,0.89,US,1682994263
350,kavieng,-2.5744,150.7967,29.46,72,37,5.79,PG,1682994264
351,moranbah,-22.0016,148.0466,26.99,49,78,3.51,AU,1682994267
352,bayville,40.9106,-73.5621,14.01,69,72,5.51,US,1682994268
353,kenora,49.8167,-94.4337,7.54,33,20,6.17,CA,1682994270
354,mejit,10.2753,170.8646,27.24,81,93,9.79,MH,1682994271
355,glasgow,55.8652,-4.2576,7.9,87,100,4.63,GB,1682994272
356,villa gesell,-37.2639,-56.973,7.25,45,0,3.8,AR,1682994273
357,olutanga,7.3106,122.8464,28.39,74,67,1.26,PH,1682994274
358,nar'yan-mar,67.6713,53.087,1.66,100,100,7.28,RU,1682994276
359,arkhangel'sk,64.5401,40.5433,2.17,83,100,3.77,RU,1682994277
360,milan,45.4643,9.1895,12.82,96,75,2.06,IT,1682994179
361,midvagur,62.0511,-7.1939,3.46,56,75,7.2,FO,1682994279
362,nizhneangarsk,55.7833,109.55,1.06,58,97,2.61,RU,1682994280
363,muroto-misakicho,33.2833,134.15,16.75,45,0,2.41,JP,1682994281
364,ahmadpur east,29.1431,71.2598,27.6,46,87,3.45,PK,1682994282
365,corner brook,48.9667,-57.9484,1.09,89,100,2.94,CA,1682994283
366,san luis,-33.295,-66.3356,11.35,53,51,2.09,AR,1682994285
367,metkovic,43.0542,17.6483,14.26,94,100,3.21,HR,1682994286
368,coahuayana de hidalgo,18.7,-103.6583,23.13,68,0,1.2,MX,1682994287
369,ostersund,63.1792,14.6357,-1.75,93,36,4.63,SE,1682994288
370,oasis,33.4659,-116.0989,23.02,25,0,9.26,US,1682994289
371,kyabe,9.4515,18.9449,28.37,47,99,1.43,TD,1682994290
372,tisul',55.7611,88.3122,0.83,84,100,3.21,RU,1682994074
373,argo,37.6333,22.7333,13.21,82,100,1.02,GR,1682994292
374,miahuatlan,18.5667,-97.4333,21.3,30,46,1.71,MX,1682994294
375,edmundston,47.3737,-68.3251,7.63,93,100,6.17,CA,1682994295
376,smithers,54.7804,-127.1743,17.18,39,20,4.12,CA,1682994078
377,williams lake,52.1415,-122.1445,16.7,61,100,3.6,CA,1682994297
378,aleksandrov gay,50.147,48.5704,13.44,84,100,4.58,RU,1682994298
379,machico,32.7,-16.7667,21.18,42,40,2.06,PT,1682994299
380,apiai,-24.5094,-48.8425,13.7,96,1,0.64,BR,1682994300
381,neiafu,-18.65,-173.9833,27.38,61,40,6.17,TO,1682994301
382,extrema,-22.8547,-46.3183,14.42,88,1,1.28,BR,1682994304
383,myronivka,49.6601,30.9823,4.02,66,6,1.2,UA,1682994305
384,maragogi,-9.0122,-35.2225,25.41,81,37,1.75,BR,1682994306
385,walvis bay,-22.9575,14.5053,15.27,76,1,4.09,NA,1682994307
386,ancud,-41.8697,-73.8203,8.9,93,30,0.95,CL,1682994308
387,lompoc,34.6391,-120.4579,13.34,78,40,4.63,US,1682994309
388,changyon,38.2508,125.0961,17.51,32,100,6.92,KP,1682994310
389,palapye,-22.546,27.1251,15.52,81,8,1.88,BW,1682994312
390,gympie,-26.1898,152.665,24.68,20,84,2.33,AU,1682994313
391,rice lake,45.5061,-91.7382,6.82,75,100,9.26,US,1682994314
392,soller,39.7662,2.7152,16.03,82,33,1.34,ES,1682994316
393,taltal,-25.4,-70.4833,17.48,81,6,1.73,CL,1682994317
394,severoural'sk,60.1533,59.952,5.2,72,100,3.01,RU,1682994318
395,el-tor,28.2364,33.6254,19.08,82,0,8.75,EG,1682994319
396,muang xay,20.7,101.9833,30.73,46,73,0.76,LA,1682994321
397,pedregulho,-20.2569,-47.4767,14.28,83,0,1.35,BR,1682994322
398,korsakov,46.6328,142.7813,8.91,67,29,4.7,RU,1682994323
399,nemuro,43.3236,145.575,4.73,71,0,3.59,JP,1682994324
400,bubaque,11.2833,-15.8333,25.58,81,7,5.9,GW,1682994325
401,banda aceh,5.5577,95.3222,29.17,72,86,1.88,ID,1682994326
402,san agustin de valle fertil,-30.6335,-67.4682,10.55,47,0,0.34,AR,1682994327
403,sao paulo de olivenca,-3.3783,-68.8725,23.42,98,83,1.18,BR,1682994328
404,butte,39.6499,-121.5677,13.99,59,99,1.46,US,1682994330
405,nova vicosa,-17.8919,-39.3719,23.94,88,47,2.59,BR,1682994331
406,kavaratti,10.5669,72.642,29.08,69,92,5.3,IN,1682994096
407,karmaskaly,54.3709,56.1837,11.95,64,5,3.65,RU,1682994333
408,lospalos,-8.5186,127.0025,26.64,71,37,4.24,TL,1682994334
409,flin flon,54.7682,-101.865,6.07,66,100,2.25,CA,1682994335
410,taskopru,41.5098,34.2141,3.19,83,4,1.24,TR,1682994336
411,axim,4.8699,-2.2405,25.84,86,82,2.22,GH,1682994337
412,jagdalpur,19.0667,82.0333,24.04,65,9,1.72,IN,1682994339
413,malango,-2.9627,119.9001,25.98,72,89,1.14,ID,1682994340
414,happy valley-goose bay,53.3168,-60.3315,3.17,70,75,2.06,CA,1682994341
415,naama,33.2667,-0.3167,13.63,53,3,4.85,DZ,1682994342
416,kristinestad,62.2743,21.376,1.72,78,100,2.69,FI,1682994343
417,carnarvon,-24.8667,113.6333,26.73,46,0,3.43,AU,1682994344
418,ban na,17.0306,99.7525,34.94,42,53,1.98,TH,1682994346
419,sukabumi,-6.9181,106.9267,26.57,75,52,0.77,ID,1682994347
420,chabahar,25.2919,60.643,26.89,74,0,0.9,IR,1682994348
421,pangkalpinang,-2.1333,106.1333,29.93,64,46,1.23,ID,1682994349
422,cacador,-26.7753,-51.015,13.66,90,7,0.93,BR,1682994350
423,priargunsk,50.3691,119.1012,22.01,21,99,9.29,RU,1682994351
424,cidreira,-30.1811,-50.2056,21.04,88,100,3.52,BR,1682994352
425,chuguyevka,44.1653,133.8633,17.28,41,2,3.7,RU,1682994353
426,howrah,22.5892,88.3103,28.0,69,40,0.0,IN,1682994355
427,gargalianoi,37.0667,21.6333,12.97,76,97,2.45,GR,1682994357
428,soe,-9.8607,124.284,24.22,72,100,2.91,ID,1682994358
429,yeniseysk,58.4497,92.1703,1.63,78,64,2.58,RU,1682994359
430,businga,3.3333,20.8833,21.33,91,91,0.8,CD,1682994360
431,orgiva,36.9026,-3.4238,18.59,48,42,0.45,ES,1682994361
432,kostroma,57.7708,40.9344,1.4,92,36,2.59,RU,1682994362
433,maues,-3.3836,-57.7186,23.95,97,100,0.46,BR,1682994364
434,peniche,39.3558,-9.3811,14.6,85,100,4.59,PT,1682994365
435,pindushi,62.9152,34.58,-0.03,91,29,2.05,RU,1682994366
436,nhamunda,-2.1861,-56.7131,24.03,96,100,0.73,BR,1682994367
437,genhe,50.7833,121.5167,18.02,35,100,4.91,CN,1682994368
438,jhang sadr,31.2715,72.3284,21.59,72,100,4.05,PK,1682994369
439,miyako,39.6367,141.9525,12.54,55,95,4.22,JP,1682994370
440,san luis de la loma,17.2706,-100.8939,26.02,70,0,1.83,MX,1682994371
441,kerikeri,-35.2268,173.9474,22.73,83,100,0.89,NZ,1682994373
442,vilyuysk,63.7553,121.6247,1.06,99,100,3.85,RU,1682994374
443,queenstown,-31.8976,26.8753,7.57,65,71,0.88,ZA,1682994328
444,ianca,45.1333,27.45,8.64,63,0,2.55,RO,1682994376
445,makoua,0.0069,15.6333,21.84,97,97,1.06,CG,1682994377
446,sangmelima,2.9333,11.9833,20.01,98,100,0.44,CM,1682994378
447,beloyarskiy,63.7119,66.6722,0.06,91,100,3.72,RU,1682994171
448,bontang,0.1333,117.5,28.34,77,99,0.4,ID,1682994380
449,timbuktu,16.7735,-3.0074,33.01,19,77,2.69,ML,1682994382
450,paka,4.6374,103.4368,29.04,74,100,0.59,MY,1682994383
451,kangding,30.0513,101.9603,15.56,67,99,0.72,CN,1682994384
452,iraucuba,-3.7461,-39.7833,21.71,95,99,0.74,BR,1682994385
453,iquitos,-3.7481,-73.2472,25.02,88,75,1.03,PE,1682994386
454,cadillac,44.2519,-85.4012,-0.05,100,100,6.69,US,1682994387
455,acton,51.509,-0.2762,11.0,89,100,3.6,GB,1682994388
456,praia da vitoria,38.7333,-27.0667,16.14,82,20,5.73,PT,1682994390
457,antonio enes,-16.2325,39.9086,23.96,77,100,3.42,MZ,1682994391
458,hampton bays,40.869,-72.5176,12.17,86,20,4.12,US,1682994392
459,chonchi,-42.6128,-73.8092,9.56,98,90,0.34,CL,1682994393
460,lensk,60.7253,114.9278,4.26,59,17,0.28,RU,1682994394
461,boguchany,58.3814,97.4531,3.46,74,44,3.06,RU,1682994395
462,port shepstone,-30.7414,30.455,19.88,80,81,4.33,ZA,1682994396
463,beledweyne,4.7358,45.2036,26.78,65,94,3.11,SO,1682994398
464,arkalyk,50.2486,66.9114,7.48,46,9,4.98,KZ,1682994399
465,tolanaro,-25.0319,46.9987,19.04,88,40,2.06,MG,1682994400
466,nadi,-17.8,177.4167,32.0,55,40,4.63,FJ,1682994401
467,abepura,-2.6333,140.5833,26.45,89,40,3.09,ID,1682994402
468,kosh-agach,50.0,88.6667,-3.35,51,98,2.44,RU,1682994403
469,portales,34.1862,-103.3344,21.17,32,100,4.9,US,1682994404
470,morehead city,34.7229,-76.726,18.89,51,40,4.12,US,1682994405
471,kalabo,-14.97,22.6814,14.27,47,62,2.43,ZM,1682994407
472,nueve de julio,-35.4444,-60.8831,7.76,54,0,2.19,AR,1682994408
473,donggang,28.9365,114.2259,24.57,60,90,1.35,CN,1682994409
474,hauterive,46.0901,3.4459,9.42,98,56,0.9,FR,1682994410
475,praia,14.9215,-23.5087,22.3,83,0,1.54,CV,1682994411
476,taco pozo,-25.6167,-63.2833,13.44,60,100,2.96,AR,1682994412
477,wanning,18.8003,110.3967,26.59,85,76,3.71,CN,1682994413
478,taupo,-38.6833,176.0833,16.61,95,100,2.08,NZ,1682994415
479,sao felix do xingu,-6.6447,-51.995,22.44,98,100,0.46,BR,1682994416
480,saurimo,-9.6608,20.3916,19.78,67,99,0.4,AO,1682994417
481,tarko-sale,64.9225,77.785,-7.37,67,13,1.66,RU,1682994418
482,hafar al-batin,28.4328,45.9708,20.32,49,0,6.17,SA,1682994419
483,aljezur,37.3191,-8.8033,17.68,55,100,3.08,PT,1682994420
484,tymovskoye,50.8456,142.655,8.88,55,100,3.81,RU,1682994421
485,dolinsk,47.35,142.8,10.35,49,94,4.92,RU,1682994423
486,bollnas,61.3482,16.3946,0.04,97,100,1.7,SE,1682994424
487,forster,-32.1667,152.5167,21.88,52,17,2.24,AU,1682994425
488,cockburn town,21.4612,-71.1419,26.88,79,95,1.95,TC,1682994426
489,n'zeto,-7.2312,12.8666,25.27,90,78,1.87,AO,1682994427
490,colonia,50.9333,6.95,11.09,86,75,3.09,DE,1682994428
491,songling,31.1933,120.7176,22.51,39,0,8.79,CN,1682994429
492,baiti,13.745,-14.7482,25.56,57,3,4.51,SN,1682994430
493,lypova dolyna,50.5643,33.7979,2.74,69,0,3.02,UA,1682994433
494,hermosillo,29.0667,-110.9667,29.95,25,40,3.6,MX,1682994434
495,kalmunai,7.4167,81.8167,26.7,83,100,1.95,LK,1682994435
496,ulanhot,46.0833,122.0833,20.25,30,100,11.29,CN,1682994436
497,kismayo,-0.3582,42.5454,26.19,80,99,4.64,SO,1682994437
498,korkino,54.8913,61.3969,7.91,43,100,3.78,RU,1682994438
499,la passe,45.5549,-0.8967,10.55,93,11,2.82,FR,1682994440
500,cooper's town,26.8667,-77.5167,24.36,65,6,4.47,BS,1682994442
501,vernon,50.2581,-119.2691,22.39,48,95,7.15,CA,1682994314
502,kota tinggi,1.7381,103.8999,32.02,69,89,2.05,MY,1682994444
503,kotido,2.9806,34.1331,18.23,94,95,1.24,UG,1682994445
504,ebon,4.582,168.6964,28.15,80,100,7.27,MH,1682994446
505,severo-yeniseyskiy,60.3725,93.0408,-1.71,87,100,3.51,RU,1682994447
506,shahpur,16.7,76.8333,25.58,74,60,5.41,IN,1682994449
507,spring creek,40.7266,-115.5859,21.83,26,58,10.47,US,1682994334
508,hailar,49.2,119.7,19.81,40,100,11.3,CN,1682994451
509,pisco,-13.7,-76.2167,21.68,78,0,6.17,PE,1682994452
510,brookings,44.3114,-96.7984,6.72,56,0,6.17,US,1682994431
511,champerico,14.3,-91.9167,28.72,71,100,1.35,GT,1682994454
512,vegachi,6.7614,-74.7947,20.63,96,93,1.27,CO,1682994455
513,dzhalagash,45.0833,64.6667,16.56,32,0,7.38,KZ,1682994456
514,el playon,7.4713,-73.2031,25.15,92,46,2.81,CO,1682994458
515,enewetak,11.3474,162.3373,27.27,83,62,9.99,MH,1682994459
516,hadibu,12.65,54.0333,27.84,79,99,1.42,YE,1682994460
517,sungailiat,-1.85,106.1333,29.33,67,34,1.48,ID,1682994461
518,ilheus,-14.7889,-39.0494,24.9,100,75,1.54,BR,1682994184
519,guerrero negro,27.9769,-114.0611,15.62,72,0,7.65,MX,1682994463
520,santa fe,-31.6333,-60.7,17.23,48,93,3.58,AR,1682994464
521,fuglafjordur,62.244,-6.814,3.26,76,98,6.99,FO,1682994465
522,hobyo,5.3505,48.5268,28.95,71,83,6.57,SO,1682994467
523,bamboo flat,11.7,92.7167,29.91,70,77,3.23,IN,1682994469
524,aras-asan,8.8908,126.3033,25.32,92,100,4.82,PH,1682994470
525,darwin,-12.4611,130.8418,31.61,46,0,6.71,AU,1682994426
526,socorro,31.6546,-106.3033,29.56,16,100,7.2,US,1682994472
527,uige,-7.6087,15.0613,18.47,83,75,0.94,AO,1682994473
528,kamyanyets,52.4001,23.81,4.04,66,100,4.22,BY,1682994474
529,wodonga,-36.1167,146.8833,16.65,100,99,1.22,AU,1682994476
530,kiunga,-6.1219,141.2906,30.39,68,100,1.24,PG,1682994477
531,katsuura,35.1333,140.3,17.31,40,0,3.47,JP,1682994184
532,pirallahi,40.4723,50.333,15.08,81,100,9.64,AZ,1682994479
533,buka,40.8108,69.1986,16.34,43,0,3.65,UZ,1682994480
534,swift current,50.2834,-107.8014,16.45,27,0,6.17,CA,1682994481
535,ambovombe,-25.1667,46.0833,17.57,65,7,2.29,MG,1682994482
536,andorra,42.5,1.5,5.8,87,18,3.9,AD,1682994484
537,nizhneudinsk,54.9076,99.0276,3.29,52,98,3.1,RU,1682994485
538,dauphin,51.1494,-100.0502,7.08,45,0,1.03,CA,1682994486
539,mugia,43.1041,-9.2179,12.17,70,100,0.93,ES,1682994487
540,manokwari,-0.8667,134.0833,24.15,93,100,3.61,ID,1682994488
541,rio grande,-32.035,-52.0986,15.26,91,100,4.38,BR,1682994489
542,arno,60.1167,18.6333,2.66,98,100,5.22,SE,1682994490
543,mulayjah,27.271,48.4242,23.25,25,0,6.5,SA,1682994492
544,hazard,37.2495,-83.1932,12.83,76,88,5.88,US,1682994494
545,yashkul',46.1711,45.3435,12.38,71,100,5.86,RU,1682994495
546,sao joao dos inhamuns,-6.0,-40.2833,21.11,92,72,1.77,BR,1682994496
547,brokopondo,4.75,-55.1667,24.31,87,25,3.56,SR,1682994497
548,priozersk,61.0393,30.1291,5.53,80,100,0.89,RU,1682994498
549,kochubey,44.3861,46.5825,14.36,69,100,6.71,RU,1682994499
550,kenai,60.5544,-151.2583,8.05,49,100,4.12,US,1682994500
551,three points,32.0767,-111.3137,27.42,14,0,5.66,US,1682994502
552,kununurra,-15.7667,128.7333,28.99,37,94,3.6,AU,1682994504
553,usinsk,65.9939,57.5281,3.72,89,100,10.46,RU,1682994505
554,mount pleasant,32.7941,-79.8626,19.0,47,0,0.45,US,1682994507
555,ad dabbah,18.05,30.95,22.87,12,2,4.27,SD,1682994508
556,puerto san jose,13.9256,-90.8244,28.93,73,100,1.92,GT,1682994509
557,mar del plata,-38.0023,-57.5575,10.53,61,0,2.06,AR,1682994511
558,qujing,25.4833,103.7833,22.35,43,72,8.57,CN,1682994512
559,kuanda,56.3161,116.0806,2.49,59,100,2.86,RU,1682994513
560,tahe,52.3333,124.7333,14.83,30,100,1.21,CN,1682994514
561,kadhan,24.481,68.9859,26.73,66,0,5.02,PK,1682994515
562,malvan,16.0667,73.4667,25.97,68,11,2.83,IN,1682994516
563,point pedro,9.8167,80.2333,25.83,90,100,5.28,LK,1682994517
564,colchani,-20.3,-66.9333,9.56,24,0,3.38,BO,1682994518
565,nuku'alofa,-21.1333,-175.2,27.19,69,20,8.75,TO,1682994520
566,saint-francois,46.4154,3.9054,8.69,93,0,2.57,FR,1682994521
567,tangalle,6.024,80.7911,26.09,84,100,3.16,LK,1682994522
568,vorgashor,67.5833,63.95,-1.29,85,100,9.87,RU,1682994523
569,laguna,38.421,-121.4238,14.31,70,100,5.14,US,1682994524
570,labytnangi,66.6572,66.4183,-3.32,97,100,3.55,RU,1682994525
571,nagqu,31.5,92.0,-1.92,89,100,1.93,CN,1682994526
572,el granada,37.5027,-122.4694,12.75,81,100,10.29,US,1682994348
573,noshiro,40.2039,140.0242,13.46,67,65,6.31,JP,1682994529
574,papao,-17.75,-149.55,28.82,82,100,10.33,PF,1682994530
575,belalcazar,2.6547,-75.9928,14.42,97,81,1.45,CO,1682994531
576,lagunas,-5.2269,-75.6753,23.88,96,100,0.62,PE,1682994532
577,ukhta,63.5671,53.6835,4.17,100,100,5.38,RU,1682994533
578,shihezi,44.3,86.0333,7.3,52,99,3.28,CN,1682994534
579,fuengirola,36.54,-4.6247,18.8,88,20,1.54,ES,1682994535
